CodeMixed_Arabic,pr_ar,cat_ar,CodeMixed_English,pr_en,cat_en,GroundTruth_Arabic,GroundTruth_English
"ما كانش هيشرب حاجة غيرها طول الـ
day
، عشان كده كان لازم يشربها.",0.9285714286,Arabic 67–100%,"It was all
هو كان يشربه طول النهار، وعشان كده كان لازم ياخده.",0.2307692308,English 0–33%,ما كانش هيشرب حاجه غيرها طول النهار عشان كده كان لازم يشربها.,It was all he would have all day and he knew that he should take it.
"بقاله فتره طويله مالوش نفس ياكل أي حاجة، وعمره ما كان بيشيل
lunch
معاه.",0.9285714286,Arabic 67–100%,"For a long time now
الأكل بقى
boring
بالنسبة له
and he never
كان بيشيل غدا معاه.",0.5294117647,English 34–66%,بقاله فتره طويله مالوش نفس ياكل حاجه، وعمره ما كان بيشيل غدا معاه.,For a long time now eating had bored him and he never carried a lunch.
"كان عنده إزازة ميه حاططها في بوز الـ
skiff
وهو ماكانش محتاج أكتر من كده طول الـ
day.",0.8888888889,Arabic 67–100%,"He had a bottle of
ميه
in the bow of the
المركب
and that was
كل اللي محتاجه طول اليوم.",0.65,English 34–66%,كان عنده إزازة ميه حاططها في بوز المركب وهو ماكانش محتاج أكتر من كده طول اليوم.,He had a bottle of water in the bow of the skiff and that was all he needed for the day.
"الولد رجع بالسردين والـ
two baits
ملفوفين في ورق جرايد ونزلوا في الـ
street
للمركب.",0.8,Arabic 67–100%,"The boy was back now with
السردين والطعميتين
wrapped
في جريدة وراحوا على الـ
boat.",0.5333333333,English 34–66%,الولد رجع بالسردين والطعمين ملفوفين في ورق جرايد ونزلو في السكه للمركب.,The boy was back now with the sardines and the two baits wrapped in a newspaper
"كانوا حاسين بالـ
pebbled sand
في الرمل وهما بيرفعوا الـ
skiff
ويزقوها عشان ينزلوها في الـ
water.",0.7647058824,Arabic 67–100%,"They went down the trail
للـ
skiff
وهم حاسين بالظلط الصغير تحت رجليهم ورفعوها وزقوها عشان ينزلوها في البحر.",0.3157894737,English 0–33%,كانو حاسين بالظلط الصغير في الرمل وهما بيرفعو المركب ويزقوه عشان ينزلوه في البحر.,"and they went down the trail to the skiff, feeling the pebbled sand under their feet, and lifted the skiff and slid her into the water."
"ثبت حبال المجاديف على الـ
thole pins
ومال بعكس اتجاه الـ
current
وابتدا يجدف ويطلع بالمركب من الـ
harbour
والدنيا لسه مظلمة.",0.8181818182,Arabic 67–100%,"He fitted
حبال المجاديف
of the oars onto
الـ
thole pins, leaned
ضد اتجاه التيار,
and began to row out
من الـ مرسا والدنيا لسه مضلمه.",0.5384615385,English 34–66%,ثبت حبال المجاديف في الفتحه ومال بعكس اتجاه التيار وابتدا يجدف ويطلع بالمركب من المرسا والدنيا لسه مضلمه.,"He fitted the rope lashings of the oars onto the thole pins and, leaning forward against the thrust of the blades in the water, he began to row out of the harbour in the dark."
"كان فيه مراكب طالعه من شواطئ تانيه والصياد العجوز كان سامع صوت الـ
oars
وهي بتلطش الـ
water
في النازل والطالع، مع إنه ماكانش شايفهم لأن الـ
moon
كان ورا التلال.",0.9032258065,Arabic 67–100%,"There were other boats
طالعين من الشواطئ التانيه
and the old man
كان سامع صوت المجاديف حتى
though
هو مش شايفهم لإن القمر كان مختفي ورا التلال.",0.3333333333,English 34–66%,كان فيه مراكب طالعه من شواطئ تانيه والصياد العجوز كان سامع صوت مجاديفها وهي بتلطش الميه في النازل والطالع على الرغم إنه ماكانش شايفهم لأن القمر كان اختفا ورا التلال.,There were other boats from the other beaches going out to sea and the old man heard the dip and push of their oars even though he could not see them now the moon was below the hills.
"كان ساعات يطلع صوت من
boat
ولا التاني.",0.875,Arabic 67–100%,"Sometimes someone would
يطلع صوت
in
مركب.",0.5714285714,English 34–66%,كان ساعات يطلع صوت من مركب ولا التاني.,Sometimes someone would speak in a boat.
"لكن كل الـ
boats
ما كانش بيطلع منها صوت غير صوت الـ
oars
بتخبط الـ ميه.",0.875,Arabic 67–100%,"Most of the
المراكب
were silent except for
صوت المجاديف
hitting the water.",0.7692307692,English 67–100%,لكن كل المراكب ما كانش بيطلع منها صوت غير صوت المجاديف بتخبط الميه.,But most of the boats were silent except for the dip of the oars.
"المراكب اتفرقت وبعدت عن بعضها بعد ما خرجت من بوغاز الـ
harbour
، وكل مركب راحت في اتجاه في الـ
ocean
على أمل يلاقو فيه
fish.",0.8846153846,Arabic 67–100%,"They spread apart
بعد ما خرجوا من بوغاز المينا وكل مركب
headed
في اتجاه في المحيط
hoping
يلاقوا فيه سمك.",0.25,English 0–33%,المراكب اتفرقت وبعدت عن بعضها بعد ما خرجت من بوغاز المينا، وكل مركب راحت في اتجاه في المحيط على أمل يلاقو فيه سمك .,They spread apart after they were out of the mouth of the harbour and each one headed for the part of the ocean where he hoped to find fish.
"الصياد العجوز كان عارف إنه ناوي
go far out
فساب ريحة الشط وراه وجدف وخرج بالمركب ومشي ورا ريحة الـ
ocean
الصبح بدري.",0.8260869565,Arabic 67–100%,"The old man knew
إنه هيمشي بعيد و
he left
ريحة الشط وراه و
rowed
بالمركب ودخل في ريحة الـ محيط الصبح بدري.",0.3043478261,English 0–33%,الصياد العجوز كان عارف إنه ناوي يغوط جامد فساب ريحة الشط وراه وجدف وخرج بالمركب ومشي ورا ريحة المحيط الصبح بدري .,The old man knew he was going far out and he left the smell of the land behind and rowed out into the clean early morning smell of the ocean.
"هنا تلاقي
concentrations
كبيره من الجمبرى وأحياناً
schools of
السبيط وسمك الـ
bait
في الـ
deep holes
أوي ودول كانوا بيطفو على الـ
surface
بالليل وكل الـ
fish
اللي ماشي بياكلهم.",0.7419354839,Arabic 67–100%,"Here you find
جماعات كبيرة
of shrimp and sometimes
أسراب
squid and bait fish in the
أعَمَق
holes, and
دول كانوا
rising to the surface at night where
كل السمك اللي ماشي كانوا
feeding on them.",0.6944444444,English 67–100%,هنا تلاقي جماعات كبيره من الجنبري وأحيانا أسراب السبيط وسمك الطعم في الحفر العميقه أوي ودول كانو بيطفو على السطح بالليل وياكلهم كل السمك اللي ماشي.,Here there were concentrations of shrimp and bait fish and sometimes schools of sguid in the deepest holes and these rose close to the surface at night where all the wandering fish fed on them.
"في الضلمه الصياد العجوز كان حاسس إن
morning was coming
وهو كان بيـ
row
وبيسمع الـ
trembling sound
لما الـ
flying fish
طلعوا من الميه وصوت زي الـ
hissing
من أجنحتهم الجامده وهما طالعين فوق في الضلمه.",0.7567567568,Arabic 67–100%,"In the dark the old man
كان حاسس إن الصبح قرب،
and as he
كان بيـجدف كان بيسمع صوت رعشه لما السمك الطاير خرج من الميه وصوت زي الفحيح من أجنحتهم وهما بيطلعوا في الضلمه.",0.2571428571,English 0–33%,في الضلمه الصياد العجوز كان حاسس بنور الصبح بيقرب وهو يجدف وكان بيسمع صوت له رعشه طالع من السمك الطاير من الميه وصوت زي الفحيح من أجنحتهم الجامده وهما طالعين لفوق في الضلمه.,In the dark the old man could feel the morning coming and as he rowed he heard the trembling sound as flying fish left the water and the hissing that their stiff set wings made as they soared away in the darkness.
"كان بيحب الـ
flying fish
لأنه كانوا أهم أصحابه في الـ
ocean.",0.75,Arabic 67–100%,"He was very fond of
السمك الطيار
because
كانوا
his principal friends
في المحيط.",0.6428571429,English 34–66%,كان بيحب السمك الطيار لأنه كان أهم أصحابه في المحيط.,He was very fond of flying fish as they were his principal friends on the ocean.
"مين اللي عمل الـ
birds
دي صغيرة كده ورقيقة هي وعصافير البحر لما الـ
ocean
نفسه جبار وقاسي؟",0.8888888889,Arabic 67–100%,"Why did they make
الطيور
so delicate
ورقيقة
as those sea swallows
لما المحيط نفسه جبار وقاسي?",0.5882352941,English 34–66%,مين اللي عمل الطيور دي صغيره كده ورقيقه هيا وعصافير البحر لما المحيط نفسه جبار وقاسي؟,Why did they make birds so delicate and fine as those sea swallows when the ocean can be so cruel?
"كان دايمًا بيفكر في البحر زي واحدة ست،
they call her
كده بالـ
Spanish
لما يكونوا بيحبوها.",0.7647058824,Arabic 67–100%,"He always thought of the sea
زي واحدة ست، هما بيقولوا عليها
la mar
لما يكونوا بيحبوها.",0.4705882353,English 34–66%,كان دايما بيفكر في البحر زي واحده ست، هما بيقولو عليها كده بالاسباني لما يكونو بيحبوه.,He always thought of the sea as la mar which is what people call her in Spanish when they love her.
